analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	filtered_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build	tissue	context
1161	GCST90200782	GCST90200782	Mannose to trans-4-hydroxyproline ratio	Mannose to trans-4-hydroxyproline ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200782_GCST90200782.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200782/harmonised/GCST90200782.h.tsv.gz		GCST90200782_GCST90200782.filtered.tsv.gz	753eceecaac760ada3dc41507cf5f97189e583d889b7a05fbc292711370733fd	sha256	758380	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.993340969994218	estimated_from_source_maf	sd	total	analysis_level	8194	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1162	GCST90200783	GCST90200783	Mannose to S-methylcysteine ratio	Mannose to S-methylcysteine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200783_GCST90200783.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200783/harmonised/GCST90200783.h.tsv.gz		GCST90200783_GCST90200783.filtered.tsv.gz	43eef4c091ffcadcdce4ef12a76acaff51c482955e792709e2964442aa2e6c73	sha256	782406	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.994341837719757	estimated_from_source_maf	sd	total	analysis_level	8182	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1163	GCST90200784	GCST90200784	Glutamate to cysteine ratio	Glutamate to cysteine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200784_GCST90200784.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200784/harmonised/GCST90200784.h.tsv.gz		GCST90200784_GCST90200784.filtered.tsv.gz	11029522403c5f29ed4981dd3867258fcdf558bf94562f2b64f2bc09ae68f129	sha256	690055	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.952299828681045	estimated_from_source_maf	sd	total	analysis_level	8199	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1164	GCST90200785	GCST90200785	Cysteine to 5-oxoproline ratio	Cysteine to 5-oxoproline ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200785_GCST90200785.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200785/harmonised/GCST90200785.h.tsv.gz		GCST90200785_GCST90200785.filtered.tsv.gz	c650b2b9978d1b093ae7049ba6afbbe7274f28877ebdefc5fdb803aeb74da62d	sha256	780844	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00186642079466	estimated_from_source_maf	sd	total	analysis_level	8203	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1165	GCST90200786	GCST90200786	Cysteine to alanine ratio	Cysteine to alanine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200786_GCST90200786.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200786/harmonised/GCST90200786.h.tsv.gz		GCST90200786_GCST90200786.filtered.tsv.gz	39f5a9bfc18c83572a004baa6d47c016cc05e2c4e4ff29842ba9e77db8b2c42c	sha256	678945	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.997499302614081	estimated_from_source_maf	sd	total	analysis_level	8220	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1166	GCST90200787	GCST90200787	Glutamine to asparagine ratio	Glutamine to asparagine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200787_GCST90200787.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200787/harmonised/GCST90200787.h.tsv.gz		GCST90200787_GCST90200787.filtered.tsv.gz	ebaa56bcac7226bda01d1d8a942cae2b1376e51ba4931256f64cd53c45e1d161	sha256	1786989	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.981687238000436	estimated_from_source_maf	sd	total	analysis_level	8251	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1167	GCST90200788	GCST90200788	5-oxoproline to citrate ratio	5-oxoproline to citrate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200788_GCST90200788.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200788/harmonised/GCST90200788.h.tsv.gz		GCST90200788_GCST90200788.filtered.tsv.gz	a662bf645562407ed1049de84720750164085a75dbd7db98708c6dfaf8be5e4a	sha256	878315	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.976740157448606	estimated_from_source_maf	sd	total	analysis_level	8256	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1168	GCST90200789	GCST90200789	Alpha-tocopherol to sulfate ratio	Alpha-tocopherol to sulfate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200789_GCST90200789.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200789/harmonised/GCST90200789.h.tsv.gz		GCST90200789_GCST90200789.filtered.tsv.gz	b867c7aea655d7d65338c998bd94aaa757663b4eeb900428079187454c677efa	sha256	739551	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.998785127110384	estimated_from_source_maf	sd	total	analysis_level	8201	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1169	GCST90200790	GCST90200790	Thyroxine to taurocholate ratio	Thyroxine to taurocholate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200790_GCST90200790.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200790/harmonised/GCST90200790.h.tsv.gz		GCST90200790_GCST90200790.filtered.tsv.gz	3ea9643c8c5abe48e8dc5abce5010aed80629e801767e9d85b5101116c712571	sha256	539375	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.997561081031717	estimated_from_source_maf	sd	total	analysis_level	7615	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1170	GCST90200791	GCST90200791	Creatine to carnitine ratio	Creatine to carnitine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200791_GCST90200791.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200791/harmonised/GCST90200791.h.tsv.gz		GCST90200791_GCST90200791.filtered.tsv.gz	6000dda2d4ad1378c6caaade2d8e2a98a3935bc7be584a2edfe65bd31a5e0b58	sha256	1065037	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.900568135386056	estimated_from_source_maf	sd	total	analysis_level	8235	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1171	GCST90200792	GCST90200792	Carnitine to palmitoylcarnitine (C16) ratio	Carnitine to palmitoylcarnitine (C16) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200792_GCST90200792.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200792/harmonised/GCST90200792.h.tsv.gz		GCST90200792_GCST90200792.filtered.tsv.gz	5e0452c787ca2ae14e71fdf2c216d03d4bb20293f53c661a3cb0723a40869d00	sha256	769211	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.987699914034826	estimated_from_source_maf	sd	total	analysis_level	8146	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1172	GCST90200793	GCST90200793	Glycolithocholate to glycolithocholate sulfate ratio	Glycolithocholate to glycolithocholate sulfate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200793_GCST90200793.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200793/harmonised/GCST90200793.h.tsv.gz		GCST90200793_GCST90200793.filtered.tsv.gz	34fc3761edde8e3dc9b966ffbc09e1a0a0c472b59325d1fc3a2e49e0c0c95de0	sha256	1349684	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	1.00070952084411	estimated_from_source_maf	sd	total	analysis_level	7043	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1173	GCST90200794	GCST90200794	Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio	Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [1] ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200794_GCST90200794.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200794/harmonised/GCST90200794.h.tsv.gz		GCST90200794_GCST90200794.filtered.tsv.gz	b3286d44d28f44c9cdeaec4d31298a2222428e9e9228e9bfba029f2360182f71	sha256	2182391	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.990944910469589	estimated_from_source_maf	sd	total	analysis_level	7620	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1174	GCST90200795	GCST90200795	Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio	Oleoyl-linoleoyl-glycerol (18:1 to 18:2) [2] to linoleoyl-arachidonoyl-glycerol (18:2 to 20:4) [2] ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200795_GCST90200795.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200795/harmonised/GCST90200795.h.tsv.gz		GCST90200795_GCST90200795.filtered.tsv.gz	f698a193f38a376a17f306ac7b19642fdd99817ee45bcbc6b4e87d088902df17	sha256	1151976	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.990519625387796	estimated_from_source_maf	sd	total	analysis_level	7615	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1175	GCST90200796	GCST90200796	Spermidine to (N(1) + N(8))-acetylspermidine ratio	Spermidine to (N(1) + N(8))-acetylspermidine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200796_GCST90200796.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200796/harmonised/GCST90200796.h.tsv.gz		GCST90200796_GCST90200796.filtered.tsv.gz	ee801a0577b10234f620c67ea53cf4b84cf432b5771eb208c1a3742e24ebeaa2	sha256	1444776	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.988182002765045	estimated_from_source_maf	sd	total	analysis_level	7287	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1176	GCST90200797	GCST90200797	Spermidine to N-acetylputrescine ratio	Spermidine to N-acetylputrescine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200797_GCST90200797.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200797/harmonised/GCST90200797.h.tsv.gz		GCST90200797_GCST90200797.filtered.tsv.gz	64880683f67dcc114c4813f3a02ed1f42b47b67b708400e5ee185ba4de74aa2c	sha256	1277702	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.982214559449226	estimated_from_source_maf	sd	total	analysis_level	7299	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1177	GCST90200798	GCST90200798	Dopamine 4-sulfate to dopamine 3-O-sulfate ratio	Dopamine 4-sulfate to dopamine 3-O-sulfate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200798_GCST90200798.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200798/harmonised/GCST90200798.h.tsv.gz		GCST90200798_GCST90200798.filtered.tsv.gz	5fefc475d5eae3b29f92af87ed797fb60a12e5689b4c08ad5be45040142ad72e	sha256	1254277	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.997303314801562	estimated_from_source_maf	sd	total	analysis_level	6840	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1178	GCST90200799	GCST90200799	Spermidine to adenosine 5'-diphosphate (ADP) ratio	Spermidine to adenosine 5'-diphosphate (ADP) ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200799_GCST90200799.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200799/harmonised/GCST90200799.h.tsv.gz		GCST90200799_GCST90200799.filtered.tsv.gz	70118df7b8d5aca8d186fac625a622de78a3ee786ee6df08fa04552ac8afb545	sha256	232904	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.987685975807365	estimated_from_source_maf	sd	total	analysis_level	4195	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1179	GCST90200800	GCST90200800	Spermidine to histidine ratio	Spermidine to histidine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200800_GCST90200800.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200800/harmonised/GCST90200800.h.tsv.gz		GCST90200800_GCST90200800.filtered.tsv.gz	e3df783becdff3cd3fde887962555c29e7fe2934ff296afd76283d9998b5033b	sha256	544184	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.990350937328068	estimated_from_source_maf	sd	total	analysis_level	7297	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1180	GCST90200801	GCST90200801	5-methylthioadenosine (MTA) to phosphate ratio	5-methylthioadenosine (MTA) to phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200801_GCST90200801.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200801/harmonised/GCST90200801.h.tsv.gz		GCST90200801_GCST90200801.filtered.tsv.gz	da873b58c4e808b5aaa06abd3b000e4f1e3f3ce2f3bb342628481e6df105e81f	sha256	1408200	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.947637413496142	estimated_from_source_maf	sd	total	analysis_level	8261	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1181	GCST90200802	GCST90200802	Histidine to pyruvate ratio	Histidine to pyruvate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200802_GCST90200802.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200802/harmonised/GCST90200802.h.tsv.gz		GCST90200802_GCST90200802.filtered.tsv.gz	21b7071ca1e728859210f708d8d3964d33b2f3f0e350b593727276bf435b2d87	sha256	823527	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.99607183078191	estimated_from_source_maf	sd	total	analysis_level	8241	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1182	GCST90200803	GCST90200803	Spermidine to phosphate ratio	Spermidine to phosphate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200803_GCST90200803.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200803/harmonised/GCST90200803.h.tsv.gz		GCST90200803_GCST90200803.filtered.tsv.gz	ded70bcea60b6ed7163c71d56e0fe7f2d238f9240c44577ed94ac965cda0a393	sha256	544424	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.97656708962417	estimated_from_source_maf	sd	total	analysis_level	7382	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1183	GCST90200804	GCST90200804	Spermidine to pyruvate ratio	Spermidine to pyruvate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200804_GCST90200804.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200804/harmonised/GCST90200804.h.tsv.gz		GCST90200804_GCST90200804.filtered.tsv.gz	3035f1a02a14b30d1dc1fa73fd2b879e4efe3483196d562ad51e95e2df7939a8	sha256	544398	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.999334124548645	estimated_from_source_maf	sd	total	analysis_level	7296	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1184	GCST90200805	GCST90200805	Spermidine to carnitine ratio	Spermidine to carnitine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200805_GCST90200805.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200805/harmonised/GCST90200805.h.tsv.gz		GCST90200805_GCST90200805.filtered.tsv.gz	04c4228c4ba353e4bb9c375bb2f50c15672abf941196b24bb662a0e015794f4f	sha256	824278	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.995562109513312	estimated_from_source_maf	sd	total	analysis_level	7338	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1185	GCST90200806	GCST90200806	Spermidine to ergothioneine ratio	Spermidine to ergothioneine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200806_GCST90200806.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200806/harmonised/GCST90200806.h.tsv.gz		GCST90200806_GCST90200806.filtered.tsv.gz	f80697335ad75c78d4c4c06e6539481a5ddbdee02164bec5141ed0f0bf0b3731	sha256	766722	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.992337825342186	estimated_from_source_maf	sd	total	analysis_level	7291	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1186	GCST90200807	GCST90200807	Carnitine to ergothioneine ratio	Carnitine to ergothioneine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200807_GCST90200807.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200807/harmonised/GCST90200807.h.tsv.gz		GCST90200807_GCST90200807.filtered.tsv.gz	157e88599162064a3734d053928095a43884cf4fd40d32815e8e0532a88d5320	sha256	1182989	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.985811557198389	estimated_from_source_maf	sd	total	analysis_level	8110	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1187	GCST90200808	GCST90200808	Spermidine to choline ratio	Spermidine to choline ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200808_GCST90200808.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200808/harmonised/GCST90200808.h.tsv.gz		GCST90200808_GCST90200808.filtered.tsv.gz	f625dc6f5b4626e154ddb08d68c3de81a33e7b85a4d016784e1926cd1c7abd04	sha256	543993	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.995176341490093	estimated_from_source_maf	sd	total	analysis_level	7295	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1188	GCST90200809	GCST90200809	Spermidine to taurocholate ratio	Spermidine to taurocholate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200809_GCST90200809.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200809/harmonised/GCST90200809.h.tsv.gz		GCST90200809_GCST90200809.filtered.tsv.gz	aaa962b7d4c380223972be181d2554ba81d3932f8096372945445a2cc254e686	sha256	232119	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.995990027329348	estimated_from_source_maf	sd	total	analysis_level	6777	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1189	GCST90200810	GCST90200810	Alpha-ketoglutarate to kynurenine ratio	Alpha-ketoglutarate to kynurenine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200810_GCST90200810.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200810/harmonised/GCST90200810.h.tsv.gz		GCST90200810_GCST90200810.filtered.tsv.gz	1edcf9e28686c9a492a55b3d52ffc33059e6b4c9362d88de773fa7b38a7c110d	sha256	957570	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.985204557442051	estimated_from_source_maf	sd	total	analysis_level	8272	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1190	GCST90200811	GCST90200811	Choline to taurocholate ratio	Choline to taurocholate ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200811_GCST90200811.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200811/harmonised/GCST90200811.h.tsv.gz		GCST90200811_GCST90200811.filtered.tsv.gz	e66bba468ac8d05374a41521a4ed59c903b34fa02165b1f7bc426485d27546d5	sha256	1146099	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.998400236613137	estimated_from_source_maf	sd	total	analysis_level	7625	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
1191	GCST90200812	GCST90200812	Glutamate to kynurenine ratio	Glutamate to kynurenine ratio	metabolite ratio	EFO:0022223	source_provided	/data/opengwasdb/metabolome-plasma-2023/releases/2023-chen-full-european/filtered/GCST90200812_GCST90200812.filtered.tsv.gz	http://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90200001-GCST90201000/GCST90200812/harmonised/GCST90200812.h.tsv.gz		GCST90200812_GCST90200812.filtered.tsv.gz	392802c90a1e5753e2220b5ec7579f5e48a16ab069804e2e9b2693e0315360e5	sha256	479570	GRCh38	EBI GWAS Catalog terms of use	10.1038/s41588-022-01270-1	36635386	Chen et al. 2023	Chen Y	European	EUR	af_assigned	sd	0.959921747401648	estimated_from_source_maf	sd	total	analysis_level	8184	0	0	PMID36635386	full_ancestry_split_metabolome_release		plasma	metabolomics
