analysis_id	source_analysis_id	status	skip_reason	af_source	ancestry_reference_id	original_sd	original_sd_method	n_variants_considered	n_variants_overlapping	n_variants_excluded_ambiguous	n_variants_excluded_mismatch	n_variants_excluded_missing_af	n_variants_excluded_maf	n_variants_retained	maf_min	maf_max	implied_sd_median	sd_dispersion	estimator_version	sd_notes
GCST004440	GCST004440	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004441	GCST004441	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004442	GCST004442	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004443	GCST004443	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004444	GCST004444	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004445	GCST004445	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004446	GCST004446	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004447	GCST004447	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004448	GCST004448	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004449	GCST004449	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004450	GCST004450	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004451	GCST004451	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004452	GCST004452	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004453	GCST004453	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004454	GCST004454	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004455	GCST004455	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004456	GCST004456	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004457	GCST004457	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004458	GCST004458	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004459	GCST004459	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004460	GCST004460	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004461	GCST004461	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004488	GCST004488	passed		source		0.665048	estimated_from_source_maf	6937507						20000	0.01	0.5	0.665048	0.0170846	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004599	GCST004599	passed		source		1.16945	estimated_from_source_maf	29504835						20000	0.01	0.5	1.16945	0.126442	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004600	GCST004600	passed		source		1.17995	estimated_from_source_maf	29479249						20000	0.01	0.5	1.17995	0.12805	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004601	GCST004601	passed		source		1.1805	estimated_from_source_maf	29481679						20000	0.01	0.5	1.1805	0.12844	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004602	GCST004602	passed		source		1.16993	estimated_from_source_maf	29478732						20000	0.01	0.5	1.16993	0.127375	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004603	GCST004603	passed		source		1.18438	estimated_from_source_maf	29460578						20000	0.01	0.5	1.18438	0.128006	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004604	GCST004604	passed		source		1.17292	estimated_from_source_maf	29479928						20000	0.01	0.5	1.17292	0.128012	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004605	GCST004605	passed		source		1.15016	estimated_from_source_maf	29481573						20000	0.01	0.5	1.15016	0.125885	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004606	GCST004606	passed		source		1.18099	estimated_from_source_maf	29481263						20000	0.01	0.5	1.18099	0.128309	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004607	GCST004607	passed		source		1.18185	estimated_from_source_maf	29458818						20000	0.01	0.5	1.18185	0.12744	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004608	GCST004608	passed		source		1.17259	estimated_from_source_maf	29476011						20000	0.01	0.5	1.17259	0.126708	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004609	GCST004609	passed		source		1.17306	estimated_from_source_maf	29477180						20000	0.01	0.5	1.17306	0.126983	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004610	GCST004610	passed		source		1.18817	estimated_from_source_maf	29481228						20000	0.01	0.5	1.18817	0.129466	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004611	GCST004611	passed		source		1.18262	estimated_from_source_maf	29475930						20000	0.01	0.5	1.18262	0.12882	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004612	GCST004612	passed		source		1.18236	estimated_from_source_maf	29475670						20000	0.01	0.5	1.18236	0.128644	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004613	GCST004613	passed		source		1.18069	estimated_from_source_maf	29478023						20000	0.01	0.5	1.18069	0.128227	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004614	GCST004614	passed		source		1.18011	estimated_from_source_maf	29477106						20000	0.01	0.5	1.18011	0.127866	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004615	GCST004615	passed		source		1.17743	estimated_from_source_maf	29479066						20000	0.01	0.5	1.17743	0.12827	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004616	GCST004616	passed		source		1.16191	estimated_from_source_maf	29456607						20000	0.01	0.5	1.16191	0.12547	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004617	GCST004617	passed		source		1.17869	estimated_from_source_maf	29477879						20000	0.01	0.5	1.17869	0.127913	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004618	GCST004618	passed		source		1.15699	estimated_from_source_maf	29479829						20000	0.01	0.5	1.15699	0.125497	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004619	GCST004619	passed		source		1.18346	estimated_from_source_maf	29476020						20000	0.01	0.5	1.18346	0.128769	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004620	GCST004620	passed		source		1.18042	estimated_from_source_maf	29476263						20000	0.01	0.5	1.18042	0.127963	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004621	GCST004621	passed		source		1.16993	estimated_from_source_maf	29479507						20000	0.01	0.5	1.16993	0.127286	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004622	GCST004622	passed		source		1.18391	estimated_from_source_maf	29475492						20000	0.01	0.5	1.18391	0.128723	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004623	GCST004623	passed		source		1.17901	estimated_from_source_maf	29478153						20000	0.01	0.5	1.17901	0.127677	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004624	GCST004624	passed		source		1.18062	estimated_from_source_maf	29480566						20000	0.01	0.5	1.18062	0.128358	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004625	GCST004625	passed		source		1.1771	estimated_from_source_maf	29477957						20000	0.01	0.5	1.1771	0.127569	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004626	GCST004626	passed		source		1.18107	estimated_from_source_maf	29474064						20000	0.01	0.5	1.18107	0.128016	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004627	GCST004627	passed		source		1.19011	estimated_from_source_maf	29479611						20000	0.01	0.5	1.19011	0.129331	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004628	GCST004628	passed		source		1.17053	estimated_from_source_maf	29475429						20000	0.01	0.5	1.17053	0.127551	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004629	GCST004629	passed		source		1.18064	estimated_from_source_maf	29476877						20000	0.01	0.5	1.18064	0.128201	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004630	GCST004630	passed		source		1.17255	estimated_from_source_maf	29478168						20000	0.01	0.5	1.17255	0.127513	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004631	GCST004631	passed		source		1.14821	estimated_from_source_maf	29479207						20000	0.01	0.5	1.14821	0.124191	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004632	GCST004632	passed		source		1.1777	estimated_from_source_maf	29479370						20000	0.01	0.5	1.1777	0.127875	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004633	GCST004633	passed		source		1.17879	estimated_from_source_maf	29478332						20000	0.01	0.5	1.17879	0.127878	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004634	GCST004634	passed		source		1.15227	estimated_from_source_maf	29476540						20000	0.01	0.5	1.15227	0.124531	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004692	GCST004692	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004695	GCST004695	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004732	GCST004732	passed		source		1.17131	estimated_from_source_maf	2532729						20000	0.01	0.5	1.17131	0.0441217	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004733	GCST004733	passed		source		0.594532	estimated_from_source_maf	2534629						20000	0.01	0.5	0.594532	0.0224382	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004734	GCST004734	passed		source		0.43853	estimated_from_source_maf	2555828						20000	0.01	0.5	0.43853	0.0117101	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST004744	GCST004744	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004746	GCST004746	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004747	GCST004747	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004748	GCST004748	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004749	GCST004749	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004750	GCST004750	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004824	GCST004824	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004826	GCST004826	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004833	GCST004833	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004883	GCST004883	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004884	GCST004884	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004885	GCST004885	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004901	GCST004901	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004924	GCST004924	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004925	GCST004925	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004926	GCST004926	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004927	GCST004927	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004928	GCST004928	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004929	GCST004929	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004930	GCST004930	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004931	GCST004931	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004932	GCST004932	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004939	GCST004939	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004940	GCST004940	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004941	GCST004941	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004952	GCST004952	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST004954	GCST004954	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST004988	GCST004988	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST005038	GCST005038	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST005047	GCST005047	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST005058	GCST005058	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005059	GCST005059	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005060	GCST005060	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005061	GCST005061	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005062	GCST005062	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005063	GCST005063	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005064	GCST005064	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005065	GCST005065	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005066	GCST005066	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005067	GCST005067	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005068	GCST005068	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005069	GCST005069	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005070	GCST005070	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005071	GCST005071	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005072	GCST005072	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005073	GCST005073	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005074	GCST005074	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005076	GCST005076	skipped	non_quantitative_effect_scale				binary_trait								0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	case-control effect scale; phenotype-SD estimation not applicable
GCST005178	GCST005178	failed	no_qualifying_evidence	source			estimated_from_source_maf	0						0	0.01	0.5			opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	unavailable: no_qualifying_evidence
GCST005179	GCST005179	passed		source		0.549469	estimated_from_source_maf	2457764						19976	0.01	0.5	0.549469	0.0258972	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
GCST005180	GCST005180	passed		source		0.449356	estimated_from_source_maf	2456637						19976	0.01	0.5	0.449356	0.0219313	opengwasdb@d0b34c94cec2d40dfca3558a1d1bba9833e36e57	
