analysis_id	source_analysis_id	study_design	category	reason	detail	resolver_status	exclude_from_build
GCST90559217	GCST90559217	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559218	GCST90559218	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559219	GCST90559219	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559220	GCST90559220	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559221	GCST90559221	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559222	GCST90559222	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559223	GCST90559223	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559224	GCST90559224	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559225	GCST90559225	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559226	GCST90559226	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90559227	GCST90559227	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90565360	GCST90565360	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90565869	GCST90565869	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90566392	GCST90566392	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6873125576476798	success	true
GCST90566393	GCST90566393	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6866832652900563	success	true
GCST90566696	GCST90566696	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90566697	GCST90566697	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90566699	GCST90566699	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90566795	GCST90566795	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566796	GCST90566796	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566797	GCST90566797	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566798	GCST90566798	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566799	GCST90566799	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566800	GCST90566800	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566801	GCST90566801	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566802	GCST90566802	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566803	GCST90566803	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566804	GCST90566804	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90566805	GCST90566805	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90570521	GCST90570521	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90570522	GCST90570522	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90570524	GCST90570524	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90570525	GCST90570525	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90570526	GCST90570526	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90572755	GCST90572755	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6140274903553035	success	true
GCST90572789	GCST90572789	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90572790	GCST90572790	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90572791	GCST90572791	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90590336	GCST90590336	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9773898958217313	success	true
GCST90590337	GCST90590337	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9773885324750743	success	true
GCST90590338	GCST90590338	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9773879881924658	success	true
GCST90590339	GCST90590339	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9773898958217313	success	true
GCST90624053	GCST90624053	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90627758	GCST90627758	case-control	metadata	missing_case_control_counts	n_cases=37995 n_controls=0	success	true
GCST90627773	GCST90627773	case-control	metadata	missing_case_control_counts	n_cases=31572 n_controls=0	success	true
GCST90651070	GCST90651070	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651071	GCST90651071	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651072	GCST90651072	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651073	GCST90651073	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651074	GCST90651074	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651075	GCST90651075	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651076	GCST90651076	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90651077	GCST90651077	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90652244	GCST90652244	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6784414451129875	success	true
GCST90652505	GCST90652505	case-control	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90652529	GCST90652529	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90652530	GCST90652530	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90652531	GCST90652531	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90652532	GCST90652532	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90652550	GCST90652550	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90654630	GCST90654630	case-control	ancestry	ancestry_unassigned	gate_reason=margin	success	true
GCST90671996	GCST90671996	quantitative	ancestry	ancestry_unassigned	gate_reason=proportion	success	true
GCST90672045	GCST90672045	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9761138489204356	success	true
GCST90707271	GCST90707271	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7990928263989932	success	true
GCST90707272	GCST90707272	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7920038654724125	success	true
GCST90707273	GCST90707273	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7930885071442779	success	true
GCST90707274	GCST90707274	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.7969720036676159	success	true
GCST90726346	GCST90726346	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90726396	GCST90726396	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90726397	GCST90726397	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90726398	GCST90726398	quantitative	ancestry	ancestry_unassigned	gate_reason=overlap	success	true
GCST90727422	GCST90727422	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90728588	GCST90728588	quantitative	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90797590	GCST90797590	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081019417459	success	true
GCST90797591	GCST90797591	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768076116586337	success	true
GCST90797592	GCST90797592	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768076116586337	success	true
GCST90797593	GCST90797593	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768076116586337	success	true
GCST90797594	GCST90797594	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081056109279	success	true
GCST90797595	GCST90797595	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768076116586337	success	true
GCST90797596	GCST90797596	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081019417459	success	true
GCST90797597	GCST90797597	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081056109279	success	true
GCST90797598	GCST90797598	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081056109279	success	true
GCST90797599	GCST90797599	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768076116586337	success	true
GCST90797600	GCST90797600	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081056109279	success	true
GCST90797601	GCST90797601	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768081056109279	success	true
GCST90797602	GCST90797602	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.976808750055264	success	true
GCST90797603	GCST90797603	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768055469599933	success	true
GCST90797604	GCST90797604	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768055469599933	success	true
GCST90797605	GCST90797605	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768055469599933	success	true
GCST90797606	GCST90797606	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768055469599933	success	true
GCST90797607	GCST90797607	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768087301362888	success	true
GCST90797608	GCST90797608	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768087301362888	success	true
GCST90797609	GCST90797609	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768060843320072	success	true
GCST90797610	GCST90797610	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768060843320072	success	true
GCST90797611	GCST90797611	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.976808750055264	success	true
GCST90797612	GCST90797612	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768060646408082	success	true
GCST90797613	GCST90797613	quantitative	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9768060646408082	success	true
GCST90809294	GCST90809294	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90809296	GCST90809296	case-control	ancestry	ancestry_unassigned	gate_reason=residual	success	true
GCST90824163	GCST90824163	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9783262536811252	success	true
GCST90832109	GCST90832109	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9766232899767854	success	true
GCST90832110	GCST90832110	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.9642854516395474	success	true
GCST90841074	GCST90841074	case-control	orientation	orientation_failure	eaf_orientation=failed gate_reason=eaf_orientation r=-0.6668718425845486	success	true
