analysis_id	source_analysis_id	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	ancestry_reference_id	af_overlap	dominant_superpop	dominant_proportion	runner_up_margin	nnls_residual	gate_reason	eaf_orientation	eaf_orientation_r	source_assigned_mismatch	ancestry_notes	ancestry_prop_AFR	ancestry_prop_AMR	ancestry_prop_EAS	ancestry_prop_EUR	ancestry_prop_MID	ancestry_prop_NAF	ancestry_prop_SAS
GCST004750	GCST004750	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.972661	0.961324	0.0158961	ok	passed	0.977229	false		0	0.00620541	0	0.972661	0.0113365	0.00979714	0
GCST004824	GCST004824	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004826	GCST004826	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004833	GCST004833	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004883	GCST004883	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.987127	0.977285	0.0284064	ok	passed	0.968584	false		4.32856e-05	0.00984231	0	0.987127	0	0	0.00298696
GCST004884	GCST004884	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.986965	0.980178	0.0363554	ok	passed	0.965478	false		0	0.00624706	0	0.986965	0	0.00678759	0
GCST004885	GCST004885	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.986979	0.979006	0.0193586	ok	passed	0.971558	false		0	0.00187798	0.000117486	0.986979	0.00797265	0.0030529	0
GCST004901	GCST004901	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004924	GCST004924	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004925	GCST004925	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004926	GCST004926	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004927	GCST004927	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004928	GCST004928	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004929	GCST004929	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004930	GCST004930	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004931	GCST004931	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004932	GCST004932	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004939	GCST004939	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004940	GCST004940	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004941	GCST004941	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004952	GCST004952	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004954	GCST004954	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST004988	GCST004988	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.968355	0.952063	0.00795539	ok	passed	0.982079	false		0.00417545	0.00814605	0.00303213	0.968355	0	0	0.0162917
GCST005038	GCST005038	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.531018	0.342771	0.400306	residual	passed	0.116523			0.531018	0.0181327	0.185812	0.0767894	0	0	0.188248
GCST005047	GCST005047	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005058	GCST005058	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005059	GCST005059	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005060	GCST005060	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005061	GCST005061	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005062	GCST005062	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005063	GCST005063	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005064	GCST005064	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005065	GCST005065	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005066	GCST005066	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005067	GCST005067	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005068	GCST005068	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005069	GCST005069	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005070	GCST005070	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005071	GCST005071	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005072	GCST005072	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005073	GCST005073	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005074	GCST005074	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005076	GCST005076	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.974028	0.966155	0.00995438	ok	passed	0.982126	false		0.00371396	0.00729916	0.00708637	0.974028	0	0	0.00787266
GCST005178	GCST005178	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005179	GCST005179	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.399557	0.142836	0.39448	residual	passed	0.100444			0.399557	0.00816789	0.163312	0.172243	0	0	0.256721
GCST005180	GCST005180	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.398411	0.141142	0.394561	residual	passed	0.100099			0.398411	0.00902408	0.163384	0.171911	0	0	0.25727
GCST005185	GCST005185	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.356508	0.167785	0.388775	residual	passed	0.104202			0.356508	0.133903	0.1814	0.139465	0	0	0.188724
GCST005186	GCST005186	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.356563	0.16792	0.388816	residual	passed	0.104138			0.356563	0.134094	0.18132	0.139379	0	0	0.188643
GCST005212	GCST005212	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005215	GCST005215	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.454516	0.099262	0.457411	residual	failed	-0.252454			0.454516	0	0.355254	0	0	0	0.19023
GCST005216	GCST005216	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.452255	0.103277	0.454496	residual	failed	-0.237259			0.452255	0	0.348978	0	0	0	0.198768
GCST005217	GCST005217	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.371899	0.0775138	0.416006	residual	failed	-0.00896845			0.371899	0.0395922	0.194836	0.0992872	0	0	0.294385
GCST005218	GCST005218	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.456541	0.0852333	0.489263	residual	failed	-0.416031			0.456541	0	0.371307	0	0	0	0.172152
GCST005219	GCST005219	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.375457	0.0841489	0.417403	residual	failed	-0.023769			0.375457	0.0386538	0.198084	0.0964968	0	0	0.291308
GCST005220	GCST005220	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.373856	0.0820155	0.417336	residual	failed	-0.0236851			0.373856	0.0388296	0.19842	0.097054	0	0	0.291841
GCST005221	GCST005221	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.451954	0.0942103	0.457767	residual	failed	-0.253021			0.451954	0	0.357744	0	0	0	0.190303
GCST005222	GCST005222	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.453483	0.0961306	0.457473	residual	failed	-0.252875			0.453483	0	0.357353	0	0	0	0.189164
GCST005223	GCST005223	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.37764	0.0809357	0.418056	residual	failed	-0.0282169			0.37764	0.0390448	0.197181	0.0894299	0	0	0.296704
GCST005232	GCST005232	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005314	GCST005314	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.98697	0.983143	0.0104605	ok	passed	0.976755	false		0.00382684	0.00317929	0.00325638	0.98697	0	0	0.0027674
GCST005327	GCST005327	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.998462	0.996924	0.0175636	ok	passed	0.979767	false		0.00153802	0	0	0.998462	0	0	0
GCST005348	GCST005348	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.887308	0.82282	0.0159132	ok	passed	0.985636	false		0.0644879	0.0204378	0.0237754	0.887308	0	0	0.00399123
GCST005350	GCST005350	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.917715	0.884331	0.0104625	ok	passed	0.984579	false		0.0285548	0.0131101	0.0333837	0.917715	0	0	0.00723634
GCST005362	GCST005362	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005367	GCST005367	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005413	GCST005413	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.512484	0.208563	0.393448	residual	passed	0.131817			0.512484	0.015327	0.132535	0.0357323	0	0	0.303921
GCST005522	GCST005522	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005523	GCST005523	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005524	GCST005524	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005527	GCST005527	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005528	GCST005528	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005529	GCST005529	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005531	GCST005531	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005536	GCST005536	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005538	GCST005538	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005540	GCST005540	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005543	GCST005543	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005569	GCST005569	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005581	GCST005581	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005626	GCST005626	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005647	GCST005647	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.87985	0.844844	0.0273411	ok	passed	0.983107	false		0.0337906	0.0115642	0.025135	0.87985	0.0146537	0	0.0350061
GCST005686	GCST005686	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005810	GCST005810	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00547743	ok	passed	0.978534	false		0	0	0	1	0	0	0
GCST005811	GCST005811	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.997984	0.995967	0.0048403	ok	passed	0.978653	false		0	0	0	0.997984	0.00201644	0	0
GCST005812	GCST005812	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.998955	0.997909	0.00493418	ok	passed	0.978638	false		0	0	0	0.998955	0.00104539	0	0
GCST005813	GCST005813	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00511717	ok	passed	0.978582	false		0	0	0	1	0	0	0
GCST005814	GCST005814	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.997614	0.995229	0.00494269	ok	passed	0.97866	false		0	0	0	0.997614	0.0023856	0	0
GCST005831	GCST005831	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005838	GCST005838	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.68384	0.500023	0.0368138	ok	passed	0.990116	false		0.0984993	0.00360887	0.183817	0.68384	0.01959	0	0.0106458
GCST005840	GCST005840	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.616682	0.356084	0.0400403	ok	passed	0.988164	false		0.0673433	0.00157126	0.260598	0.616682	0.0325951	0	0.021211
GCST005841	GCST005841	European		unassigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.491425	0.125441	0.0449124	proportion	passed	0.982382			0.0983643	0.00288562	0.365984	0.491425	0.0338798	0	0.00746168
GCST005842	GCST005842	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.759219	0.633115	0.032432	ok	passed	0.988872	false		0.072197	0.00519343	0.126104	0.759219	0.0143912	0	0.0228954
GCST005843	GCST005843	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.651034	0.450409	0.0383376	ok	passed	0.990279	false		0.10735	0.00344407	0.200625	0.651034	0.0237234	0	0.0138243
GCST005845	GCST005845	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005846	GCST005846	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005847	GCST005847	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005848	GCST005848	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005849	GCST005849	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005850	GCST005850	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005898	GCST005898	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005902	GCST005902	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996859	0.993719	0.00490975	ok	passed	0.978117	false		0	0	0	0.996859	0	0	0.00314055
GCST005903	GCST005903	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996624	0.993247	0.00490007	ok	passed	0.978131	false		0	0	0	0.996624	0	0	0.00337634
GCST005904	GCST005904	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.996522	0.993043	0.00495261	ok	passed	0.97818	false		0	0	0	0.996522	0	0	0.00347835
GCST005920	GCST005920	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005921	GCST005921	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005923	GCST005923	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST005964	GCST005964	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006044	GCST006044	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006045	GCST006045	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006046	GCST006046	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006047	GCST006047	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006061	GCST006061	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006065	GCST006065	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006085	GCST006085	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.967266	0.952054	0.00708066	ok	passed	0.983113	false		0.00562375	0.00596544	0.0059335	0.967266	0	0	0.0152114
GCST006097	GCST006097	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00445205	ok	passed	0.978232	false		0	0	0	1	0	0	0
GCST006098	GCST006098	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00444287	ok	passed	0.978219	false		0	0	0	1	0	0	0
GCST006099	GCST006099	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00453496	ok	passed	0.978234	false		0	0	0	1	0	0	0
GCST006100	GCST006100	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.00442885	ok	passed	0.978232	false		0	0	0	1	0	0	0
GCST006227	GCST006227	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006228	GCST006228	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006229	GCST006229	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006230	GCST006230	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006231	GCST006231	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006250	GCST006250	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006258	GCST006258	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006259	GCST006259	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006268	GCST006268	European		unassigned	ref_freqs.hg38.tsv.gz	0		0	0		overlap	unverified										
GCST006288	GCST006288	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.994818	0.989777	0.00549418	ok	passed	0.979577	false		0	0.000140849	0	0.994818	0	0	0.00504112
GCST006326	GCST006326	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.450163	0.1975	0.370208	residual	passed	0.0832941			0.450163	0.128388	0.0592211	0.10547	0.00409502	0	0.252663
GCST006327	GCST006327	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.450699	0.19703	0.370197	residual	passed	0.0832923			0.450699	0.128966	0.0583915	0.105864	0.00240982	0	0.25367
GCST006328	GCST006328	European		unassigned	ref_freqs.hg38.tsv.gz	50000	AFR	0.451196	0.196026	0.37007	residual	passed	0.0838215			0.451196	0.128893	0.057736	0.105872	0.00113242	0	0.25517
GCST006329	GCST006329	European		unassigned	ref_freqs.hg38.tsv.gz						resolution_failed				ValueError: Duplicate effect column 'beta' in header							
GCST006330	GCST006330	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991829	0.986438	0.0123311	ok	passed	0.973149	false		0	0.00278068	0	0.991829	0	0	0.0053907
GCST006331	GCST006331	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991601	0.985976	0.0123438	ok	passed	0.973168	false		0	0.00277511	0	0.991601	0	0	0.00562435
GCST006332	GCST006332	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991831	0.986443	0.0123311	ok	passed	0.97315	false		0	0.00278122	0	0.991831	0	0	0.00538787
GCST006333	GCST006333	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991895	0.986558	0.0123358	ok	passed	0.973083	false		0	0.00276842	0	0.991895	0	0	0.00533673
GCST006334	GCST006334	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991601	0.985976	0.0123438	ok	passed	0.973168	false		0	0.00277511	0	0.991601	0	0	0.00562435
GCST006335	GCST006335	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991601	0.985976	0.0123438	ok	passed	0.973168	false		0	0.00277511	0	0.991601	0	0	0.00562435
GCST006336	GCST006336	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991831	0.986443	0.0123311	ok	passed	0.97315	false		0	0.00278122	0	0.991831	0	0	0.00538787
GCST006337	GCST006337	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991601	0.985976	0.0123438	ok	passed	0.973168	false		0	0.00277511	0	0.991601	0	0	0.00562435
GCST006338	GCST006338	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991831	0.986443	0.0123311	ok	passed	0.97315	false		0	0.00278122	0	0.991831	0	0	0.00538787
GCST006339	GCST006339	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991601	0.985976	0.0123438	ok	passed	0.973168	false		0	0.00277511	0	0.991601	0	0	0.00562435
GCST006340	GCST006340	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	1	1	0.0125915	ok	passed	0.967575	false		0	0	0	1	0	0	0
GCST006341	GCST006341	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991831	0.986443	0.0123311	ok	passed	0.97315	false		0	0.00278122	0	0.991831	0	0	0.00538787
GCST006342	GCST006342	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.991831	0.986443	0.0123311	ok	passed	0.97315	false		0	0.00278122	0	0.991831	0	0	0.00538787
GCST006343	GCST006343	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.983759	0.975754	0.0154997	ok	passed	0.972175	false		0.000418502	0.00800563	0	0.983759	0	0	0.00781671
GCST006344	GCST006344	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.969358	0.942665	0.0180299	ok	passed	0.973155	false		0	0.00394936	0	0.969358	0	0	0.0266929
GCST006345	GCST006345	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.987766	0.981281	0.0325804	ok	passed	0.967532	false		0	0.00570538	4.29938e-05	0.987766	0	0	0.00648541
GCST006346	GCST006346	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.994138	0.99082	0.0144077	ok	passed	0.972622	false		0	0.00331793	0	0.994138	0	0	0.00254448
GCST006347	GCST006347	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.987372	0.975421	0.0241639	ok	passed	0.970938	false		0	0.000677615	0.0119506	0.987372	0	0	0
GCST006348	GCST006348	European	EUR	af_assigned	ref_freqs.hg38.tsv.gz	50000	EUR	0.989826	0.983782	0.0126143	ok	passed	0.973238	false		0	0.00413028	0	0.989826	0	0	0.00604371
