analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-14461	ukb-b-14461	Maximum heart rate during fitness test	Maximum heart rate during fitness test			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14461.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	68409				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14475	ukb-b-14475	Treatment/medication code: viscotears liquid eye gel	Treatment/medication code: viscotears liquid eye gel			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14475.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1036	461897		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14479	ukb-b-14479	Diagnoses - main ICD10: Z09.8 Follow-up examination after other treatment for other conditions	Diagnoses - main ICD10: Z09.8 Follow-up examination after other treatment for other conditions			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14479.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2243	460767		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14486	ukb-b-14486	Non-cancer illness code, self-reported: osteoarthritis	Non-cancer illness code, self-reported: osteoarthritis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14486.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	38472	424461		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14505	ukb-b-14505	Mozzarella intake	Mozzarella intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14505.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14516	ukb-b-14516	FI1 : numeric addition test	FI1 : numeric addition test			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14516.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	146831				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14518	ukb-b-14518	Vitamin and/or mineral supplement use: Vitamin E	Vitamin and/or mineral supplement use: Vitamin E			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14518.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1257	63692		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14521	ukb-b-14521	Illnesses of father: Lung cancer	Illnesses of father: Lung cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14521.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	401624	37443	364181		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14525	ukb-b-14525	Sources of admission to hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E	Sources of admission to hospital (recoded): Transfer to other NHS provider: General ward, young physically disabled, A&E			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14525.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461491	10856	450635		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14540	ukb-b-14540	Whole body water mass	Whole body water mass			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14540.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454888				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14541	ukb-b-14541	Diagnoses - main ICD10: K42.9 Umbilical hernia without obstruction or gangrene	Diagnoses - main ICD10: K42.9 Umbilical hernia without obstruction or gangrene			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14541.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2315	460695		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14547	ukb-b-14547	Operative procedures - secondary OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope	Operative procedures - secondary OPCS: H25.9 Unspecified diagnostic endoscopic examination of lower bowel using fibreoptic sigmoidoscope			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14547.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2964	460046		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14560	ukb-b-14560	Sources of admission to hospital (recoded): Transfer to other NHS provider	Sources of admission to hospital (recoded): Transfer to other NHS provider			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14560.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461371	1233	460138		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14576	ukb-b-14576	Wears glasses or contact lenses	Wears glasses or contact lenses			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14576.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462254	411268	50986		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14598	ukb-b-14598	Intended management of patient (recoded): No overnight hospital stay	Intended management of patient (recoded): No overnight hospital stay			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14598.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	455026	217289	237737		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14603	ukb-b-14603	Diagnoses - main ICD10: R07.3 Other chest pain	Diagnoses - main ICD10: R07.3 Other chest pain			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14603.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	7146	455864		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14609	ukb-b-14609	Treatment/medication code: metformin	Treatment/medication code: metformin			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14609.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	11552	451381		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14615	ukb-b-14615	Operative procedures - secondary OPCS: Z27.3 Pylorus	Operative procedures - secondary OPCS: Z27.3 Pylorus			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14615.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1910	461100		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14624	ukb-b-14624	Illness, injury, bereavement, stress in last 2 years: Marital separation/divorce	Illness, injury, bereavement, stress in last 2 years: Marital separation/divorce			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14624.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	459742	14149	445593		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14632	ukb-b-14632	Operative procedures - main OPCS: T20.9 Unspecified primary repair of inguinal hernia	Operative procedures - main OPCS: T20.9 Unspecified primary repair of inguinal hernia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14632.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1180	461830		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14639	ukb-b-14639	Operative procedures - secondary OPCS: Y44.2 Monitoring of pressure in organ NOC	Operative procedures - secondary OPCS: Y44.2 Monitoring of pressure in organ NOC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14639.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1333	461677		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1464	ukb-b-1464	Number of depression episodes	Number of depression episodes			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1464.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	58290				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14640	ukb-b-14640	Type of meals eaten: Takeaway meals	Type of meals eaten: Takeaway meals			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14640.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	2617	62332		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14649	ukb-b-14649	Invitation to physical activity study, acceptance	Invitation to physical activity study, acceptance			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14649.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	221015	98474	122541		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14654	ukb-b-14654	PCT where patients GP was registered: ROCHDALE PCT	PCT where patients GP was registered: ROCHDALE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14654.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1325	461685		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14664	ukb-b-14664	3mm strong meridian (left)	3mm strong meridian (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14664.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	95998				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14670	ukb-b-14670	Cylindrical power (left)	Cylindrical power (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14670.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	99071				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14674	ukb-b-14674	Diagnoses - main ICD10: N92.6 Irregular menstruation, unspecified	Diagnoses - main ICD10: N92.6 Irregular menstruation, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14674.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1279	461731		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14679	ukb-b-14679	Sources of admission to hospital (recoded): Transfer within NHS provider	Sources of admission to hospital (recoded): Transfer within NHS provider			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14679.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461364	3052	458312		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14690	ukb-b-14690	White rice intake	White rice intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14690.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14695	ukb-b-14695	3mm cylindrical power angle (right)	3mm cylindrical power angle (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14695.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	95996				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14699	ukb-b-14699	Illnesses of mother: Alzheimer's disease/dementia	Illnesses of mother: Alzheimer's disease/dementia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14699.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	423738	36548	387190		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14713	ukb-b-14713	Forced vital capacity (FVC), Best measure	Forced vital capacity (FVC), Best measure			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14713.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	345665				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14742	ukb-b-14742	Operation code: testicular/scrotal operation	Operation code: testicular/scrotal operation			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14742.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2962	459971		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14746	ukb-b-14746	Lobster/crab intake	Lobster/crab intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14746.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64938				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14753	ukb-b-14753	Diagnoses - main ICD10: T84.0 Mechanical complication of internal joint prosthesis	Diagnoses - main ICD10: T84.0 Mechanical complication of internal joint prosthesis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14753.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1178	461832		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14757	ukb-b-14757	PCT where patients GP was registered: NORTH STOKE PCT	PCT where patients GP was registered: NORTH STOKE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14757.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1737	461273		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14765	ukb-b-14765	Diagnoses - main ICD10: D64.9 Anaemia, unspecified	Diagnoses - main ICD10: D64.9 Anaemia, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14765.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3709	459301		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14782	ukb-b-14782	Operation code: wisdom teeth surgery	Operation code: wisdom teeth surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14782.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	18098	444835		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14796	ukb-b-14796	Non-cancer illness code, self-reported: diverticular disease/diverticulitis	Non-cancer illness code, self-reported: diverticular disease/diverticulitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14796.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	5193	457740		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1480	ukb-b-1480	Diagnoses - secondary ICD10: R00.2 Palpitations	Diagnoses - secondary ICD10: R00.2 Palpitations			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1480.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1380	461630		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14801	ukb-b-14801	Treatment speciality of consultant (recoded): Rheumatology	Treatment speciality of consultant (recoded): Rheumatology			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14801.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	444199	3553	440646		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14814	ukb-b-14814	Diagnoses - main ICD10: K30 Dyspepsia	Diagnoses - main ICD10: K30 Dyspepsia			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14814.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	7662	455348		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14829	ukb-b-14829	Diagnoses - secondary ICD10: Z90.4 Acquired absence of other parts of digestive tract	Diagnoses - secondary ICD10: Z90.4 Acquired absence of other parts of digestive tract			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14829.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3438	459572		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14847	ukb-b-14847	Operative procedures - secondary OPCS: P27.3 Colposcopy of vagina	Operative procedures - secondary OPCS: P27.3 Colposcopy of vagina			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14847.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1013	461997		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14852	ukb-b-14852	Treatment speciality of consultant (recoded): Infectious diseases	Treatment speciality of consultant (recoded): Infectious diseases			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14852.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	444018	1990	442028		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14863	ukb-b-14863	Mineral and other dietary supplements: Iron	Mineral and other dietary supplements: Iron			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14863.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461384	14150	447234		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14873	ukb-b-14873	Operative procedures - secondary OPCS: Z48.2 Skin of neck	Operative procedures - secondary OPCS: Z48.2 Skin of neck			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14873.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3298	459712		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-14885	ukb-b-14885	Operative procedures - main OPCS: X70.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2	Operative procedures - main OPCS: X70.2 Procurement of drugs for chemotherapy for neoplasm for regimens in Band 2			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-14885.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1382	461628		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1489	ukb-b-1489	Cheese intake	Cheese intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1489.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	451486				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
