analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_bundle_id	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
ukb-b-19756	ukb-b-19756	Time employed in main current job	Time employed in main current job			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19756.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	249516				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19759	ukb-b-19759	Treatment/medication code: quinine	Treatment/medication code: quinine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19759.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	3080	459853		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19769	ukb-b-19769	Diagnoses - main ICD10: R06.5 Mouth breathing	Diagnoses - main ICD10: R06.5 Mouth breathing			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19769.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1536	461474		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1977	ukb-b-1977	Diagnoses - main ICD10: R51 Headache	Diagnoses - main ICD10: R51 Headache			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1977.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4293	458717		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19779	ukb-b-19779	PCT responsible for patient data: BOLTON PCT	PCT responsible for patient data: BOLTON PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19779.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2186	460824		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19780	ukb-b-19780	Methods of admission to hospital (recoded): Emergency admission: Outpatients (obsolete)	Methods of admission to hospital (recoded): Emergency admission: Outpatients (obsolete)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19780.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462463	10856	451607		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19790	ukb-b-19790	Methods of admission to hospital (recoded): Maternity admission: Post-partum	Methods of admission to hospital (recoded): Maternity admission: Post-partum			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19790.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462473	13017	449456		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19791	ukb-b-19791	PCT where patients GP was registered: ROTHERHAM PCT	PCT where patients GP was registered: ROTHERHAM PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19791.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3112	459898		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19805	ukb-b-19805	Diagnoses - main ICD10: K62.1 Rectal polyp	Diagnoses - main ICD10: K62.1 Rectal polyp			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19805.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2800	460210		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19806	ukb-b-19806	Number of baguettes with butter/margarine	Number of baguettes with butter/margarine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19806.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64941				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19807	ukb-b-19807	Diagnoses - main ICD10: M51.3 Other specified intervertebral disk degeneration	Diagnoses - main ICD10: M51.3 Other specified intervertebral disk degeneration			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19807.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1045	461965		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19809	ukb-b-19809	Fed-up feelings	Fed-up feelings			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19809.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	453071	184258	268813		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19813	ukb-b-19813	Diagnoses - main ICD10: M54.56 Low back pain (Lumbar region)	Diagnoses - main ICD10: M54.56 Low back pain (Lumbar region)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19813.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1423	461587		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19829	ukb-b-19829	Diagnoses - main ICD10: M16.9 Coxarthrosis, unspecified	Diagnoses - main ICD10: M16.9 Coxarthrosis, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19829.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4255	458755		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19832	ukb-b-19832	Treatment/medication code: fluoxetine	Treatment/medication code: fluoxetine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19832.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	5387	457546		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19837	ukb-b-19837	Operative procedures - main OPCS: T24.3 Repair of umbilical hernia using sutures	Operative procedures - main OPCS: T24.3 Repair of umbilical hernia using sutures			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19837.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1078	461932		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19842	ukb-b-19842	Why stopped smoking: Health precaution	Why stopped smoking: Health precaution			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19842.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	113988	71506	42482		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19845	ukb-b-19845	Operative procedures - secondary OPCS: Y82.9 Unspecified local anaesthetic	Operative procedures - secondary OPCS: Y82.9 Unspecified local anaesthetic			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19845.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	10278	452732		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19847	ukb-b-19847	Cheesy biscuits intake	Cheesy biscuits intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19847.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19852	ukb-b-19852	Current employment status: Retired	Current employment status: Retired			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19852.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461242	168096	293146		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19862	ukb-b-19862	Melon intake	Melon intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19862.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19864	ukb-b-19864	Diagnoses - secondary ICD10: Z86.1 Personal history of infectious and parasitic diseases	Diagnoses - secondary ICD10: Z86.1 Personal history of infectious and parasitic diseases			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19864.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1375	461635		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19885	ukb-b-19885	Duration of questionnaire	Duration of questionnaire			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19885.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19886	ukb-b-19886	Diagnoses - secondary ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis	Diagnoses - secondary ICD10: K21.9 Gastro-oesophageal reflux disease without oesophagitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19886.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4360	458650		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19921	ukb-b-19921	Impedance of whole body	Impedance of whole body			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19921.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454840				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19925	ukb-b-19925	Arm fat-free mass (left)	Arm fat-free mass (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19925.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454672				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19929	ukb-b-19929	Operation code: cruciate ligament surgery	Operation code: cruciate ligament surgery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19929.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	2308	460625		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1993	ukb-b-1993	Types of spread used on bread/crackers: Butter on bread/crackers	Types of spread used on bread/crackers: Butter on bread/crackers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1993.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	15836	49113		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19931	ukb-b-19931	Powdered/instant soup intake	Powdered/instant soup intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19931.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64942				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19937	ukb-b-19937	Operative procedures - main OPCS: R17.2 Elective lower uterine segment caesarean delivery	Operative procedures - main OPCS: R17.2 Elective lower uterine segment caesarean delivery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19937.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1983	461027		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19950	ukb-b-19950	Operative procedures - main OPCS: X99.8 No procedure performed	Operative procedures - main OPCS: X99.8 No procedure performed			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19950.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	121646	341364		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19953	ukb-b-19953	Body mass index (BMI)	Body mass index (BMI)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19953.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	461460				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19955	ukb-b-19955	Diagnoses - secondary ICD10: I12.0 Hypertensive renal disease with renal failure	Diagnoses - secondary ICD10: I12.0 Hypertensive renal disease with renal failure			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19955.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1146	461864		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19957	ukb-b-19957	Suffer from 'nerves'	Suffer from 'nerves'			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19957.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	445809	94665	351144		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1996	ukb-b-1996	Salad / raw vegetable intake	Salad / raw vegetable intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1996.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	435435				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1997	ukb-b-1997	Number of older siblings	Number of older siblings			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1997.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	133020				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-1998	ukb-b-1998	Number of unenthusiastic/disinterested episodes	Number of unenthusiastic/disinterested episodes			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-1998.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	38371				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-19994	ukb-b-19994	Spherical power (right)	Spherical power (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-19994.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	99380				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20009	ukb-b-20009	Diagnoses - secondary ICD10: R05 Cough	Diagnoses - secondary ICD10: R05 Cough			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20009.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1072	461938		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20017	ukb-b-20017	Diagnoses - secondary ICD10: K29.8 Duodenitis	Diagnoses - secondary ICD10: K29.8 Duodenitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20017.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4640	458370		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20019	ukb-b-20019	PCT where patients GP was registered: NEWCASTLE PCT	PCT where patients GP was registered: NEWCASTLE PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20019.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5490	457520		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2002	ukb-b-2002	Job involves heavy manual or physical work	Job involves heavy manual or physical work			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2002.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	263615				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20023	ukb-b-20023	Plain cereal intake	Plain cereal intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20023.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64949				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-2003	ukb-b-2003	Errors before selecting correct item in alphanumeric path (trail #2)	Errors before selecting correct item in alphanumeric path (trail #2)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-2003.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	40607				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20032	ukb-b-20032	Heel bone mineral density (BMD) T-score, automated (right)	Heel bone mineral density (BMD) T-score, automated (right)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20032.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	146181				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20038	ukb-b-20038	Diagnoses - main ICD10: Z13.8 Special screening examination for other specified diseases and disorders	Diagnoses - main ICD10: Z13.8 Special screening examination for other specified diseases and disorders			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20038.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1246	461764		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20044	ukb-b-20044	Trunk fat mass	Trunk fat mass			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20044.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454588				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20045	ukb-b-20045	Diagnoses - secondary ICD10: F32.9 Depressive episode, unspecified	Diagnoses - secondary ICD10: F32.9 Depressive episode, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20045.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5842	457168		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20057	ukb-b-20057	Types of spread used on bread/crackers: Low fat butter on bread/crackers	Types of spread used on bread/crackers: Low fat butter on bread/crackers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20057.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	64949	1367	63582		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20078	ukb-b-20078	Non-cancer illness code, self-reported: gastric/stomach ulcers	Non-cancer illness code, self-reported: gastric/stomach ulcers			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20078.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	3329	459604		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20100	ukb-b-20100	Sources of admission to hospital (recoded): Transfer within NHS provider: Medical specialty	Sources of admission to hospital (recoded): Transfer within NHS provider: Medical specialty			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20100.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	461369	2176	459193		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20118	ukb-b-20118	Operative procedures - main OPCS: M65.1 Endoscopic resection of prostate using electrotome	Operative procedures - main OPCS: M65.1 Endoscopic resection of prostate using electrotome			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20118.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1034	461976		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20122	ukb-b-20122	Goat's cheese intake	Goat's cheese intake			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20122.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	64944				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20124	ukb-b-20124	Heel bone mineral density (BMD) T-score, automated	Heel bone mineral density (BMD) T-score, automated			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20124.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	265753				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20137	ukb-b-20137	Operative procedures - secondary OPCS: X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance	Operative procedures - secondary OPCS: X72.3 Delivery of simple parenteral chemotherapy for neoplasm at first attendance			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20137.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1552	461458		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20140	ukb-b-20140	Duration to complete alphanumeric path (trail #2)	Duration to complete alphanumeric path (trail #2)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20140.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	99477				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20141	ukb-b-20141	Non-cancer illness code, self-reported: eczema/dermatitis	Non-cancer illness code, self-reported: eczema/dermatitis			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20141.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	11819	451114		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20142	ukb-b-20142	Diagnoses - secondary ICD10: Z85.3 Personal history of malignant neoplasm of breast	Diagnoses - secondary ICD10: Z85.3 Personal history of malignant neoplasm of breast			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20142.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	5208	457802		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20145	ukb-b-20145	Cancer code, self-reported: colon cancer/sigmoid cancer	Cancer code, self-reported: colon cancer/sigmoid cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20145.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462933	1494	461439		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20155	ukb-b-20155	Operative procedures - secondary OPCS: Z89.5 Thumb NEC	Operative procedures - secondary OPCS: Z89.5 Thumb NEC			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20155.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1020	461990		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20159	ukb-b-20159	PCT where patients GP was registered: LIVERPOOL PCT	PCT where patients GP was registered: LIVERPOOL PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20159.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	4024	458986		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20162	ukb-b-20162	Diagnoses - main ICD10: R33 Retention of urine	Diagnoses - main ICD10: R33 Retention of urine			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20162.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2106	460904		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20168	ukb-b-20168	PCT where patients GP was registered: SUNDERLAND TEACHING PCT	PCT where patients GP was registered: SUNDERLAND TEACHING PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20168.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	3996	459014		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20172	ukb-b-20172	Sources of admission to hospital (recoded): Usual Place of residence	Sources of admission to hospital (recoded): Usual Place of residence			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20172.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	462793	305639	157154		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20175	ukb-b-20175	Systolic blood pressure, automated reading	Systolic blood pressure, automated reading			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20175.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	436419				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20176	ukb-b-20176	Illnesses of mother: Lung cancer	Illnesses of mother: Lung cancer			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20176.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	423258	17566	405692		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20178	ukb-b-20178	PCT where patients GP was registered: SOUTH LEEDS PCT	PCT where patients GP was registered: SOUTH LEEDS PCT			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20178.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	1855	461155		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20185	ukb-b-20185	Operative procedures - secondary OPCS: R27.1 Episiotomy to facilitate delivery	Operative procedures - secondary OPCS: R27.1 Episiotomy to facilitate delivery			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20185.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	2541	460469		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20187	ukb-b-20187	Operative procedures - secondary OPCS: Y53.2 Approach to organ under ultrasonic control	Operative procedures - secondary OPCS: Y53.2 Approach to organ under ultrasonic control			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20187.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	8745	454265		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20188	ukb-b-20188	Arm fat percentage (left)	Arm fat percentage (left)			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20188.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	total	analysis_level	454724				all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
ukb-b-20189	ukb-b-20189	Diagnoses - main ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified	Diagnoses - main ICD10: K52.9 Non-infective gastro-enteritis and colitis, unspecified			unmapped	/data/opengwasdb/raw/gwas-vcf/ukb-b/ukb-b-20189.vcf.gz					GRCh37							unassigned	sd		declared_standardised	sd	case_control	analysis_level	463010	9463	453547		all ukb-b traits in the OpenGWAS IGD collection (data/ukb-b/manifest.tsv)	
