analysis_index	analysis_id	source_analysis_id	source_label	analysis_label	trait_ontology_label	trait_ontology_id	trait_ontology_mapping_method	source_file	source_url	source_bundle_id	downloaded_file	checksum	checksum_algorithm	size_bytes	source_genome_build	license	publication_doi	publication_pmid	consortium	first_author	source_ancestry_label	assigned_ancestry	ancestry_assignment_method	original_effect_scale	original_sd	original_sd_method	stored_effect_scale	sample_size_kind	sample_size_scope	sample_size	n_cases	n_controls	analysis_group_id	inclusion_reason	exclude_from_build
3977	GCST90565583	GCST90565583	Plasma omega-6 fatty acid to omega-3 fatty acid ratio x fish oil supplement use interaction (1df)	Plasma omega-6 fatty acid to omega-3 fatty acid ratio x fish oil supplement use interaction (1df)	fish oil supplement exposure measurement, omega-6:omega-3 polyunsaturated fatty acid ratio	http://www.ebi.ac.uk/efo/EFO_0600007, http://www.ebi.ac.uk/efo/EFO_0010732	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565583/harmonised/GCST90565583.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565583/harmonised/GCST90565583.h.tsv.gz		GCST90565583.h.tsv.gz	101094eb2fbcbddd0e3b9f8d03a97c61dffbd9a7f6fe688416107ba43789b4f1	sha256	238997027	GRCh38	EBI GWAS Catalog terms of use		40405463		Ihejirika SA	European	EUR	af_assigned	sd	2.00006	estimated_from_source_maf	sd	total	analysis_level	200060				selected_ready_source	
3978	GCST90565679	GCST90565679	Immature fraction of reticulocytes variance	Immature fraction of reticulocytes variance	reticulocyte amount	OBA:0002272	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565679/harmonised/GCST90565679.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565679/harmonised/GCST90565679.h.tsv.gz		GCST90565679.h.tsv.gz	9ede7173beac60cd18a15cb440337d3773fe0208370c9f355947accbf02d7d97	sha256	1576995399	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06054	estimated_from_source_maf	sd	total	analysis_level	396407				selected_ready_source	
3979	GCST90565680	GCST90565680	Plateletcrit variance	Plateletcrit variance	platelet crit	http://www.ebi.ac.uk/efo/EFO_0007985	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565680/harmonised/GCST90565680.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565680/harmonised/GCST90565680.h.tsv.gz		GCST90565680.h.tsv.gz	a26e6bbf2089fc400fda54f6638dc0eacbdad285dbf46c787e8ff274113e17b8	sha256	1576230226	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06071	estimated_from_source_maf	sd	total	analysis_level	390802				selected_ready_source	
3980	GCST90565681	GCST90565681	Lymphocyte count variance	Lymphocyte count variance	lymphocyte count	http://www.ebi.ac.uk/efo/EFO_0004587	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565681/harmonised/GCST90565681.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565681/harmonised/GCST90565681.h.tsv.gz		GCST90565681.h.tsv.gz	2032b1ce3150ce247d82e32c74fdb37cdcf2919e53f72c32b754919780f4cb79	sha256	1579386186	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06082	estimated_from_source_maf	sd	total	analysis_level	407276				selected_ready_source	
3981	GCST90565682	GCST90565682	Basophil count variance	Basophil count variance	basophil count	http://www.ebi.ac.uk/efo/EFO_0005090	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565682/harmonised/GCST90565682.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565682/harmonised/GCST90565682.h.tsv.gz		GCST90565682.h.tsv.gz	d110a48fc9dd783102adb903243fec0258aaf157f77a4ee8b7d9201b57b298f0	sha256	1569860791	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06075	estimated_from_source_maf	sd	total	analysis_level	404717				selected_ready_source	
3982	GCST90565683	GCST90565683	Reticulocyte count variance	Reticulocyte count variance	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565683/harmonised/GCST90565683.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565683/harmonised/GCST90565683.h.tsv.gz		GCST90565683.h.tsv.gz	0d782f27bb125ba885fff67ac01bedc72e5ac8567ba15b115d42886f93f97474	sha256	1576083195	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06053	estimated_from_source_maf	sd	total	analysis_level	396719				selected_ready_source	
3983	GCST90565684	GCST90565684	Hematocrit variance	Hematocrit variance	hematocrit	http://www.ebi.ac.uk/efo/EFO_0004348	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565684/harmonised/GCST90565684.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565684/harmonised/GCST90565684.h.tsv.gz		GCST90565684.h.tsv.gz	6491da1603360efa04e5d0c555e2debc190636674bc43b80903ca5e25d096a57	sha256	1579026693	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06079	estimated_from_source_maf	sd	total	analysis_level	408111				selected_ready_source	
3984	GCST90565685	GCST90565685	Hemoglobin concentration variance	Hemoglobin concentration variance	hemoglobin measurement	http://www.ebi.ac.uk/efo/EFO_0004509	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565685/harmonised/GCST90565685.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565685/harmonised/GCST90565685.h.tsv.gz		GCST90565685.h.tsv.gz	93f17c6b0852fab8e736c13611dffd8ef61658247abce2f660e14064024dad82	sha256	1579982600	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06078	estimated_from_source_maf	sd	total	analysis_level	407738				selected_ready_source	
3985	GCST90565686	GCST90565686	High light scatter reticulocyte count variance	High light scatter reticulocyte count variance	reticulocyte count	http://www.ebi.ac.uk/efo/EFO_0007986	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565686/harmonised/GCST90565686.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565686/harmonised/GCST90565686.h.tsv.gz		GCST90565686.h.tsv.gz	2576aaec02e978942305ca126e82d8210d6cc0540edced8b38b9cbc41f62af45	sha256	1578218711	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06057	estimated_from_source_maf	sd	total	analysis_level	400333				selected_ready_source	
3986	GCST90565687	GCST90565687	High light scatter reticulocyte percentage of red cells variance	High light scatter reticulocyte percentage of red cells variance	reticulocyte amount	OBA:0002272	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565687/harmonised/GCST90565687.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565687/harmonised/GCST90565687.h.tsv.gz		GCST90565687.h.tsv.gz	f2b5d2f060d732e9db21b3d2cb67bb75044afef79c00e3f5ffc6bd0000c805fc	sha256	1578742714	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06057	estimated_from_source_maf	sd	total	analysis_level	400437				selected_ready_source	
3987	GCST90565688	GCST90565688	Basophil percentage of white cells variance	Basophil percentage of white cells variance	basophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007992	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565688/harmonised/GCST90565688.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565688/harmonised/GCST90565688.h.tsv.gz		GCST90565688.h.tsv.gz	a9d93f78d405d00dd77715579f162d0ea637d5301b490791804f78acae42634a	sha256	1578480774	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06075	estimated_from_source_maf	sd	total	analysis_level	404531				selected_ready_source	
3988	GCST90565689	GCST90565689	Eosinophil count variance	Eosinophil count variance	eosinophil count	http://www.ebi.ac.uk/efo/EFO_0004842	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565689/harmonised/GCST90565689.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565689/harmonised/GCST90565689.h.tsv.gz		GCST90565689.h.tsv.gz	089a57ed6542bd639e4dbc6953a8955fa799022aa63d49428f1059e800b6dc17	sha256	1558767013	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06078	estimated_from_source_maf	sd	total	analysis_level	406469				selected_ready_source	
3989	GCST90565690	GCST90565690	Eosinophil percentage of white cells variance	Eosinophil percentage of white cells variance	eosinophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007991	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565690/harmonised/GCST90565690.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565690/harmonised/GCST90565690.h.tsv.gz		GCST90565690.h.tsv.gz	b7250a1908dfcbe0ca766cf219a683549278b45a7a943f050eb5edc4b7be1de8	sha256	1579532964	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06079	estimated_from_source_maf	sd	total	analysis_level	406416				selected_ready_source	
3990	GCST90565691	GCST90565691	Lymphocyte percentage of white cells variance	Lymphocyte percentage of white cells variance	lymphocyte percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007993	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565691/harmonised/GCST90565691.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565691/harmonised/GCST90565691.h.tsv.gz		GCST90565691.h.tsv.gz	e0354ea6c530ea75ab1b712fba3ed3e2ce0e01d310bf9baac2e4ed326d3541e0	sha256	1579766109	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06081	estimated_from_source_maf	sd	total	analysis_level	407318				selected_ready_source	
3991	GCST90565692	GCST90565692	Mean corpuscular hemoglobin concentration variance	Mean corpuscular hemoglobin concentration variance	mean corpuscular hemoglobin concentration	http://www.ebi.ac.uk/efo/EFO_0004528	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565692/harmonised/GCST90565692.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565692/harmonised/GCST90565692.h.tsv.gz		GCST90565692.h.tsv.gz	73a475ba2498f0ebb80ac3c146fc74836d3e3072b75b78e79f4a0d05e61a94c6	sha256	1579400875	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06081	estimated_from_source_maf	sd	total	analysis_level	407849				selected_ready_source	
3992	GCST90565693	GCST90565693	Mean corpuscular hemoglobin variance	Mean corpuscular hemoglobin variance	mean corpuscular hemoglobin	http://www.ebi.ac.uk/efo/EFO_0004527	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565693/harmonised/GCST90565693.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565693/harmonised/GCST90565693.h.tsv.gz		GCST90565693.h.tsv.gz	7b023e7fe5513462c48256dad732f5545a1c8a60d7bd9c89f0e50144d45ebf28	sha256	1579320937	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06072	estimated_from_source_maf	sd	total	analysis_level	406516				selected_ready_source	
3993	GCST90565694	GCST90565694	Mean corpuscular volume variance	Mean corpuscular volume variance	erythrocyte volume	OBA:0003460	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565694/harmonised/GCST90565694.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565694/harmonised/GCST90565694.h.tsv.gz		GCST90565694.h.tsv.gz	4ead4d6f29dec0a7202f08eb2e223b4bc92f8e19baebaa4d79a4fab8d9a5b756	sha256	1578857599	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06073	estimated_from_source_maf	sd	total	analysis_level	407156				selected_ready_source	
3994	GCST90565695	GCST90565695	Mean platelet volume variance	Mean platelet volume variance	platelet volume	OBA:0003277	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565695/harmonised/GCST90565695.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565695/harmonised/GCST90565695.h.tsv.gz		GCST90565695.h.tsv.gz	57bce6dc894cf80a38e4fae957c40227187d6ac9abfcc476e75d549247deabcf	sha256	1576775631	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06071	estimated_from_source_maf	sd	total	analysis_level	391597				selected_ready_source	
3995	GCST90565696	GCST90565696	Mean reticulocyte volume variance	Mean reticulocyte volume variance	mean reticulocyte volume	http://www.ebi.ac.uk/efo/EFO_0010701	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565696/harmonised/GCST90565696.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565696/harmonised/GCST90565696.h.tsv.gz		GCST90565696.h.tsv.gz	aa0235335eb67bc0672998bae4c4882931f339d66c7f4372645b5cd433c8f6d0	sha256	1576563636	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06065	estimated_from_source_maf	sd	total	analysis_level	393244				selected_ready_source	
3996	GCST90565697	GCST90565697	Mean spheric corpuscular volume variance	Mean spheric corpuscular volume variance	erythrocyte volume	OBA:0003460	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565697/harmonised/GCST90565697.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565697/harmonised/GCST90565697.h.tsv.gz		GCST90565697.h.tsv.gz	573501fa6baaf6b1fa3a67022aefdc962dbaab875ad165378829c886693b5864	sha256	1577622866	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.0605	estimated_from_source_maf	sd	total	analysis_level	397436				selected_ready_source	
3997	GCST90565698	GCST90565698	Monocyte count variance	Monocyte count variance	monocyte count	http://www.ebi.ac.uk/efo/EFO_0005091	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565698/harmonised/GCST90565698.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565698/harmonised/GCST90565698.h.tsv.gz		GCST90565698.h.tsv.gz	58cc694d37d567f8e8a22b070d3042a52979c637484519e3890e49c5d7dfa8f0	sha256	1579414695	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06086	estimated_from_source_maf	sd	total	analysis_level	403993				selected_ready_source	
3998	GCST90565699	GCST90565699	Monocyte percentage of white cells variance	Monocyte percentage of white cells variance	monocyte percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007989	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565699/harmonised/GCST90565699.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565699/harmonised/GCST90565699.h.tsv.gz		GCST90565699.h.tsv.gz	89598d579eadbb2be0ec27413a6dfef5e0a20a7d0690e3a4558388e8b5746118	sha256	1579181265	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06087	estimated_from_source_maf	sd	total	analysis_level	403135				selected_ready_source	
3999	GCST90565700	GCST90565700	Neutrophil count variance	Neutrophil count variance	neutrophil count	http://www.ebi.ac.uk/efo/EFO_0004833	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565700/harmonised/GCST90565700.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565700/harmonised/GCST90565700.h.tsv.gz		GCST90565700.h.tsv.gz	8df6e249f8ac53c28b42efb7dc41c3715325da9af27be0c58715bc5b9cd0990f	sha256	1579251327	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06078	estimated_from_source_maf	sd	total	analysis_level	406787				selected_ready_source	
4000	GCST90565701	GCST90565701	Neutrophil percentage of white cells variance	Neutrophil percentage of white cells variance	neutrophil percentage of leukocytes	http://www.ebi.ac.uk/efo/EFO_0007990	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565701/harmonised/GCST90565701.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565701/harmonised/GCST90565701.h.tsv.gz		GCST90565701.h.tsv.gz	16b9054600c9af6f71bcf5e7c47cb353442ca57cae9a6ac3295fd9ded5ccbdb0	sha256	1578405328	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06082	estimated_from_source_maf	sd	total	analysis_level	407113				selected_ready_source	
4001	GCST90565702	GCST90565702	Platelet count variance	Platelet count variance	platelet count	http://www.ebi.ac.uk/efo/EFO_0004309	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565702/harmonised/GCST90565702.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565702/harmonised/GCST90565702.h.tsv.gz		GCST90565702.h.tsv.gz	889bd4eda9e02ebeb7d619b395bcc89f7b3e23f6508bd4140882c4bd82b1a439	sha256	1575073848	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06071	estimated_from_source_maf	sd	total	analysis_level	391231				selected_ready_source	
4002	GCST90565703	GCST90565703	Platelet distribution width variance	Platelet distribution width variance	platelet component distribution width	http://www.ebi.ac.uk/efo/EFO_0007984	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565703/harmonised/GCST90565703.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565703/harmonised/GCST90565703.h.tsv.gz		GCST90565703.h.tsv.gz	f528653e0cdc052c46e5761504b15b11bd4040f961a31c9c2f0b29177fa78588	sha256	1575954495	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06071	estimated_from_source_maf	sd	total	analysis_level	391449				selected_ready_source	
4003	GCST90565704	GCST90565704	Red blood cell count variance	Red blood cell count variance	erythrocyte count	http://www.ebi.ac.uk/efo/EFO_0004305	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565704/harmonised/GCST90565704.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565704/harmonised/GCST90565704.h.tsv.gz		GCST90565704.h.tsv.gz	9dace76f8e1ea1fb7f2e4680f61ed7a49b7ab706ebb082c0d7a46fb49fe22c3f	sha256	1578845649	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06079	estimated_from_source_maf	sd	total	analysis_level	408068				selected_ready_source	
4004	GCST90565705	GCST90565705	Red cell distribution width variance	Red cell distribution width variance	Red cell distribution width	http://www.ebi.ac.uk/efo/EFO_0009188	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565705/harmonised/GCST90565705.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565705/harmonised/GCST90565705.h.tsv.gz		GCST90565705.h.tsv.gz	dd16a714187f7adca323493035b7a7c86458b495ac6fd5915672c60a72805ec4	sha256	1578951606	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06078	estimated_from_source_maf	sd	total	analysis_level	404440				selected_ready_source	
4005	GCST90565706	GCST90565706	Reticulocyte fraction of red cells variance	Reticulocyte fraction of red cells variance	reticulocyte amount	OBA:0002272	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565706/harmonised/GCST90565706.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565706/harmonised/GCST90565706.h.tsv.gz		GCST90565706.h.tsv.gz	04d224a57122db65e18738367fd99f5063d1f500160b9ea0c442013e47151c63	sha256	1576366899	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.06053	estimated_from_source_maf	sd	total	analysis_level	396810				selected_ready_source	
4006	GCST90565707	GCST90565707	White blood cell count variance	White blood cell count variance	leukocyte quantity	OBA:VT0000217	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565707/harmonised/GCST90565707.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565707/harmonised/GCST90565707.h.tsv.gz		GCST90565707.h.tsv.gz	7ab29a30d6139f0c819d40c65ac8e721eb5a3c4284e371d948b02785e0c34e12	sha256	1579556506	GRCh38	EBI GWAS Catalog terms of use		40335489		Xiang R	European	EUR	af_assigned	sd	1.0608	estimated_from_source_maf	sd	total	analysis_level	408031				selected_ready_source	
4007	GCST90565775	GCST90565775	Progressive supranuclear palsy	Progressive supranuclear palsy	progressive supranuclear palsy	MONDO:0019037	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565775/harmonised/GCST90565775.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565775/harmonised/GCST90565775.h.tsv.gz		GCST90565775.h.tsv.gz	3123d9a00db6c9aec3f95bccb0d54245cf1b5e8276621ac5755c69911068f1e8	sha256	500566052	GRCh38	EBI GWAS Catalog terms of use		40379966		Garcia-Gonzalez P	European	EUR	af_assigned	log_or		binary_trait	log_or	case_control	analysis_level	3909	446	3463		selected_ready_source	
4008	GCST90565836	GCST90565836	Cognitive function (baseline)	Cognitive function (baseline)	reaction time measurement	http://www.ebi.ac.uk/efo/EFO_0008393	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565836/harmonised/GCST90565836.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565836/harmonised/GCST90565836.h.tsv.gz		GCST90565836.h.tsv.gz	04bd421a8524c43315ec8abe0acfe6f6937fd6c8d3d054b5e948d53bdb2b05cf	sha256	343962343	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.792457	estimated_from_source_maf	sd	total	analysis_level	404449				selected_ready_source	
4009	GCST90565837	GCST90565837	Physical function (baseline)	Physical function (baseline)	health trait	http://www.ebi.ac.uk/efo/EFO_0007652	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565837/harmonised/GCST90565837.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565837/harmonised/GCST90565837.h.tsv.gz		GCST90565837.h.tsv.gz	ff8848a585b466db4d572e67cbafa0feac96327204838eee27070ad376dabb75	sha256	343430908	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.475166	estimated_from_source_maf	sd	total	analysis_level	405979				selected_ready_source	
4010	GCST90565838	GCST90565838	Reaction time (baseline)	Reaction time (baseline)	reaction time measurement	http://www.ebi.ac.uk/efo/EFO_0008393	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565838/harmonised/GCST90565838.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565838/harmonised/GCST90565838.h.tsv.gz		GCST90565838.h.tsv.gz	3a5312ff1ac1fc9d6deb1cd54d0abcd8d2dd13d3df89cabf2de9971e495f6195	sha256	343927478	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.945862	estimated_from_source_maf	sd	total	analysis_level	403967				selected_ready_source	
4011	GCST90565839	GCST90565839	Duration to complete alphanumeric path task (baseline)	Duration to complete alphanumeric path task (baseline)	cognitive domain measurement	http://www.ebi.ac.uk/efo/EFO_0009098	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565839/harmonised/GCST90565839.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565839/harmonised/GCST90565839.h.tsv.gz		GCST90565839.h.tsv.gz	edd539ac76f4144f398ae9db5174f627d8de29b46078fd5516b88107e824d127	sha256	343801064	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.971255	estimated_from_source_maf	sd	total	analysis_level	168864				selected_ready_source	
4012	GCST90565840	GCST90565840	Number of puzzles correctly solved (baseline)	Number of puzzles correctly solved (baseline)	cognitive domain measurement	http://www.ebi.ac.uk/efo/EFO_0009098	source_provided	/data/opengwasdb/raw/ebi-gwas-catalog/GCST90565001-GCST90566000/GCST90565840/harmonised/GCST90565840.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST90565001-GCST90566000/GCST90565840/harmonised/GCST90565840.h.tsv.gz		GCST90565840.h.tsv.gz	46ce1f916fcb56c94a80500c8974e6eef7f438b62b656d65dee7bab26b0dba16	sha256	343809673	GRCh38	EBI GWAS Catalog terms of use		40374629		Schoeler T	European	EUR	af_assigned	sd	0.963118	estimated_from_source_maf	sd	total	analysis_level	158996				selected_ready_source	
