analysis_id	publication_pmid	trait	study_design	sample_size	readiness_status	data_url	yaml_url	data_file	yaml_file	data_bytes	yaml_bytes	sha256	error
GCST002222	24097068	LDL cholesterol	quantitative	94595	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002222/harmonised/24097068-GCST002222-EFO_0004611.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002222/harmonised/24097068-GCST002222-EFO_0004611.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002222/harmonised/24097068-GCST002222-EFO_0004611.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002222/harmonised/24097068-GCST002222-EFO_0004611.h.tsv.gz-meta.yaml	80745488	781	2a9e2a7be40b5de0288279f0d08f29b108d85a2cbf50bbf367075684433deedd	
GCST002223	24097068	HDL cholesterol	quantitative	94595	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002223/harmonised/24097068-GCST002223-EFO_0004612.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002223/harmonised/24097068-GCST002223-EFO_0004612.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002223/harmonised/24097068-GCST002223-EFO_0004612.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002223/harmonised/24097068-GCST002223-EFO_0004612.h.tsv.gz-meta.yaml	82466200	781	2eaa4906cb3377d6e003d0562aef38ec53434c5ae2619b674b7236a46a969e8d	
GCST002245	24162737	Alzheimer's disease (late onset)	case-control	54162	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002245/harmonised/24162737-GCST002245-EFO_0000249.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002245/harmonised/24162737-GCST002245-EFO_0000249.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002245/harmonised/24162737-GCST002245-EFO_0000249.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002245/harmonised/24162737-GCST002245-EFO_0000249.h.tsv.gz-meta.yaml	206572674	829	c087e2ca9eb9bd2168781b03a6102b22ca860a838e3332318f32455e41177a97	
GCST002318	24390342	Rheumatoid arthritis	case-control	79799	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002318/harmonised/24390342-GCST002318-EFO_0000685.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002318/harmonised/24390342-GCST002318-EFO_0000685.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002318/harmonised/24390342-GCST002318-EFO_0000685.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002318/harmonised/24390342-GCST002318-EFO_0000685.h.tsv.gz-meta.yaml	252958697	916	cf50a79bec5cb584c9af7239153c4795c4b9a7503ce4db9c944a1e8a05b2bfba	
GCST002362	24839885	Preschool internalizing problems	quantitative	4596	missing_remote_harmonised_yaml								
GCST002376	24578125	Urinary uromodulin levels	quantitative	10884	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002376/harmonised/24578125-GCST002376-EFO_0005663.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002376/harmonised/24578125-GCST002376-EFO_0005663.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002376/harmonised/24578125-GCST002376-EFO_0005663.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002376/harmonised/24578125-GCST002376-EFO_0005663.h.tsv.gz-meta.yaml	103265486	1659	f82d586a69a34aaea244296f743592e04e196f61b52f03f5cfc25237d7a682a7	
GCST002548	25082827	Ulcerative colitis	case-control	28694	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002548/harmonised/25082827-GCST002548-EFO_0000729.h.tsv.gz-meta.yaml	10294331	813	d2a4051c4a5c37c5881f65cc70807176cf6b19dc12717743fc24c1ad53434fbd	
GCST002598	25201988	Educational attainment	quantitative	106736	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002598/harmonised/25201988-GCST002598-EFO_0004784.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002598/harmonised/25201988-GCST002598-EFO_0004784.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002598/harmonised/25201988-GCST002598-EFO_0004784.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002598/harmonised/25201988-GCST002598-EFO_0004784.h.tsv.gz-meta.yaml	92916949	789	2fba49ed1702178a9c584075887eaaea083153c9caf2300726d3f078f7b399e1	
GCST002783	25673413	Body mass index	quantitative	238944	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002783/harmonised/25673413-GCST002783-EFO_0004340.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002783/harmonised/25673413-GCST002783-EFO_0004340.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002783/harmonised/25673413-GCST002783-EFO_0004340.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002783/harmonised/25673413-GCST002783-EFO_0004340.h.tsv.gz-meta.yaml	89352864	963	8454077c4aac4174f9792027fe1aa0bbe20f74c564e900881f71197afd00848d	
GCST002920	25993607	Neuroticism	quantitative	63661	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002920/harmonised/25993607-GCST002920-EFO_0007660.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST002001-GCST003000/GCST002920/harmonised/25993607-GCST002920-EFO_0007660.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002920/harmonised/25993607-GCST002920-EFO_0007660.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST002001-GCST003000/GCST002920/harmonised/25993607-GCST002920-EFO_0007660.h.tsv.gz-meta.yaml	202874744	777	3ea0c3f870635e6ceac08d4a1450dd073c494f163921b633069459b0888138ce	
GCST002986	26087016	Childhood and early adolescence aggressive behavior	quantitative	18988	missing_remote_harmonised_yaml								
GCST003043	26192919	Inflammatory bowel disease	case-control	34652	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003043/harmonised/26192919-GCST003043-EFO_0003767.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003043/harmonised/26192919-GCST003043-EFO_0003767.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003043/harmonised/26192919-GCST003043-EFO_0003767.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003043/harmonised/26192919-GCST003043-EFO_0003767.h.tsv.gz-meta.yaml	6231241	821	a3a07e70f472ce722a0afb58ddecd75f597aae039776dc79219da96b3c927f30	
GCST003044	26192919	Crohn's disease	case-control	20883	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003044/harmonised/26192919-GCST003044-EFO_0000384.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003044/harmonised/26192919-GCST003044-EFO_0000384.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003044/harmonised/26192919-GCST003044-EFO_0000384.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003044/harmonised/26192919-GCST003044-EFO_0000384.h.tsv.gz-meta.yaml	6172093	810	24ff13a514f17df32399c6ef4b45ecc67e54de1eaaa85d8f505492bb8896dbd2	
GCST003045	26192919	Ulcerative colitis	case-control	27432	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003045/harmonised/26192919-GCST003045-EFO_0000729.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003045/harmonised/26192919-GCST003045-EFO_0000729.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003045/harmonised/26192919-GCST003045-EFO_0000729.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003045/harmonised/26192919-GCST003045-EFO_0000729.h.tsv.gz-meta.yaml	6187853	813	427a039c536051e18816bf4f6770e70ceea1e6c639f6531920e3d23181bce7a6	
GCST003116	26343387	Coronary artery disease	case-control	187599	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003116/harmonised/26343387-GCST003116-EFO_0000378.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003116/harmonised/26343387-GCST003116-EFO_0000378.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003116/harmonised/26343387-GCST003116-EFO_0000378.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003116/harmonised/26343387-GCST003116-EFO_0000378.h.tsv.gz-meta.yaml	369412497	1417	61ca03fcf4dd2f357b229b097cc91de99b4a79a116a0da4f60a9ac59a21c6b13	
GCST003119	26352407	Urinary metabolites	quantitative	3861	missing_remote_harmonised_yaml								
GCST003120	26362575	Extraversion	quantitative	63030	missing_remote_harmonised_yaml								
GCST003129	26394269	Primary biliary cholangitis	case-control	13239	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003129/harmonised/26394269-GCST003129-EFO_1001486.h.tsv.gz-meta.yaml	91655809	822	04f77e4e3af37048633a22e86106ef37ebd3d16b22901b8609ee054739d6ba10	
GCST003143	26417704	Lung disease severity in cystic fibrosis	case-control	6365	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003143/harmonised/26417704-GCST003143-EFO_0009797.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003143/harmonised/26417704-GCST003143-EFO_0009797.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003143/harmonised/26417704-GCST003143-EFO_0009797.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003143/harmonised/26417704-GCST003143-EFO_0009797.h.tsv.gz-meta.yaml	253091095	867	116849f770051f03a73c039d8c244ac52eba0d79157ac2b577d51c1cd3f91eef	
GCST003156	26502338	Systemic lupus erythematosus	case-control	14267	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003156/harmonised/26502338-GCST003156-EFO_0002690.h.tsv.gz-meta.yaml	496972239	825	4480ff36384f6587e2cafa4187da56e72c9551ccd2f99896c9f7f80c02bd6583	
GCST003184	26482879	Atopic dermatitis	case-control	116863	missing_remote_harmonised_yaml								
GCST003219	26691988	Advanced age-related macular degeneration	case-control	33976	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003219/harmonised/26691988-GCST003219-EFO_0001365.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003219/harmonised/26691988-GCST003219-EFO_0001365.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003219/harmonised/26691988-GCST003219-EFO_0001365.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003219/harmonised/26691988-GCST003219-EFO_0001365.h.tsv.gz-meta.yaml	258419979	868	8e52b891b8acac5a060f00f344261fbba35afce9a66f34eaa9918d642e6eaf41	
GCST003367	26833098	circulating leptin levels	quantitative	35292	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003367/harmonised/26833098-GCST003367-EFO_0005000.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003367/harmonised/26833098-GCST003367-EFO_0005000.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003367/harmonised/26833098-GCST003367-EFO_0005000.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003367/harmonised/26833098-GCST003367-EFO_0005000.h.tsv.gz-meta.yaml	78829713	791	fa07cdff5fcdcd0ac5da4208c9f3376e7d2ff73c1248a9742d09956bc062813d	
GCST003368	26833098	circulating leptin levels adjusted for BMI	quantitative	33987	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003368/harmonised/GCST003368.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003368/harmonised/GCST003368.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003368/harmonised/GCST003368.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003368/harmonised/GCST003368.h.tsv.gz-meta.yaml	50120441	638	5f7a22eb8aaf03257ea15606b8d808d7b67c072e10fca40012a339ace32179ec	
GCST003371	26831199	Glomerular filtration rate (creatinine)	quantitative	150253	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003371/harmonised/26831199-GCST003371-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003371/harmonised/26831199-GCST003371-EFO_0004518.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003371/harmonised/26831199-GCST003371-EFO_0004518.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003371/harmonised/26831199-GCST003371-EFO_0004518.h.tsv.gz-meta.yaml	83751547	913	d7d74878c7b9119d12b7361eb0fc1f1a0c5e3b2bda1fc7859232756c392ffa1f	
GCST003372	26831199	Glomerular filtration rate (creatinine)	quantitative	133413	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003372/harmonised/26831199-GCST003372-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003372/harmonised/26831199-GCST003372-EFO_0004518.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003372/harmonised/26831199-GCST003372-EFO_0004518.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003372/harmonised/26831199-GCST003372-EFO_0004518.h.tsv.gz-meta.yaml	72040601	832	33ecf89855d4ba3bc5330dcb205bf6fc52b1281b24d550a9a74160556aafd215	
GCST003373	26831199	Glomerular filtration rate in diabetics (creatinine)	quantitative	11522	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003373/harmonised/26831199-GCST003373-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003373/harmonised/26831199-GCST003373-EFO_0004518.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003373/harmonised/26831199-GCST003373-EFO_0004518.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003373/harmonised/26831199-GCST003373-EFO_0004518.h.tsv.gz-meta.yaml	73219926	834	0e07bb2d11189b946f0a906dca06a9d28c524647490f1dc32cb89a0490072e14	
GCST003374	26831199	Chronic kidney disease	case-control	117165	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003374/harmonised/26831199-GCST003374-EFO_0003884.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003374/harmonised/26831199-GCST003374-EFO_0003884.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003374/harmonised/26831199-GCST003374-EFO_0003884.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003374/harmonised/26831199-GCST003374-EFO_0003884.h.tsv.gz-meta.yaml	73312706	818	def246b95ee785e3010b584f0330b93fa8a808240d2bc496cd47d5ffa0c626a6	
GCST003375	26831199	Glomerular filtration rate (cystatin C)	quantitative	32834	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003375/harmonised/26831199-GCST003375-EFO_0004617.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003375/harmonised/26831199-GCST003375-EFO_0004617.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003375/harmonised/26831199-GCST003375-EFO_0004617.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003375/harmonised/26831199-GCST003375-EFO_0004617.h.tsv.gz-meta.yaml	71915365	821	6a33091b71dc74f9eb73af10fc7befaee2ec9abdfd32b082a70ee10b4abc77b5	
GCST003378	26806518	Response to lithium treatment in bipolar disorder (dichotomous phenotype)	quantitative	2563	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003378/harmonised/26806518-GCST003378-GO_0010226.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003378/harmonised/26806518-GCST003378-GO_0010226.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003378/harmonised/26806518-GCST003378-GO_0010226.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003378/harmonised/26806518-GCST003378-GO_0010226.h.tsv.gz-meta.yaml	257004098	1790	6ead6e769538d5ade39f9528ed022743aaee6c1ba4c7707c994f3b29cae74ce2	
GCST003392	27015805	Parental longevity (father's age at death)	quantitative	63775	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003392/harmonised/27015805-GCST003392-EFO_0007796.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003392/harmonised/27015805-GCST003392-EFO_0007796.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003392/harmonised/27015805-GCST003392-EFO_0007796.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003392/harmonised/27015805-GCST003392-EFO_0007796.h.tsv.gz-meta.yaml	392015305	808	b5662d2aac428f0003d7f1650ae35bb15bc139d9d7694df1f7668aa9dfe90a42	
GCST003394	27015805	Parental longevity (combined parental age at death)	quantitative	45627	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003394/harmonised/27015805-GCST003394-EFO_0007796.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003394/harmonised/27015805-GCST003394-EFO_0007796.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003394/harmonised/27015805-GCST003394-EFO_0007796.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003394/harmonised/27015805-GCST003394-EFO_0007796.h.tsv.gz-meta.yaml	390874114	817	6e45f7665a2dedc360139b2cb7127f2f4442a70aecc3b6764f4cf6932274f12d	
GCST003395	27015805	Parental extreme longevity (95 years and older)	case-control	42273	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003395/harmonised/27015805-GCST003395-EFO_0007796.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003395/harmonised/27015805-GCST003395-EFO_0007796.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003395/harmonised/27015805-GCST003395-EFO_0007796.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003395/harmonised/27015805-GCST003395-EFO_0007796.h.tsv.gz-meta.yaml	393878528	842	9556ee3f775b52be137968d15e9f1321cff8a6985e4d9162bfae4809adc8c442	
GCST003401	26831199	Glomerular filtration rate in non diabetics (creatinine)	quantitative	118448	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003401/harmonised/26831199-GCST003401-EFO_0004518.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003401/harmonised/26831199-GCST003401-EFO_0004518.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003401/harmonised/26831199-GCST003401-EFO_0004518.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003401/harmonised/26831199-GCST003401-EFO_0004518.h.tsv.gz-meta.yaml	71837090	839	25535bb417760227a0ce636bdddca097f42925ea12e6b1ca6b2fce6584c21b18	
GCST003435	26833246	Body fat percentage	quantitative	78525	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003435/harmonised/26833246-GCST003435-EFO_0007800.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003435/harmonised/26833246-GCST003435-EFO_0007800.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003435/harmonised/26833246-GCST003435-EFO_0007800.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003435/harmonised/26833246-GCST003435-EFO_0007800.h.tsv.gz-meta.yaml	135750853	1022	0249010f99443d1b01af76839938ff4950526bd517f4e25de06c7f2cc852aa8d	
GCST003484	26962152	Periodontal disease-related phenotype (Socransky)	quantitative	975	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003484/harmonised/26962152-GCST003484-EFO_0007780.h.tsv.gz-meta.yaml	77755495	813	df98cdd765564adb29f7fa8f92f85982a486fbcf91eb835184a1a54e98a39775	
GCST003496	27046643	Educational attainment	quantitative	111114	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003496/harmonised/27046643-GCST003496-EFO_0004784.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003496/harmonised/27046643-GCST003496-EFO_0004784.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003496/harmonised/27046643-GCST003496-EFO_0004784.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003496/harmonised/27046643-GCST003496-EFO_0004784.h.tsv.gz-meta.yaml	531281474	789	f6e4a4ea44354596669f8a2420ddde3d453aa743aa977f3c4edfcd828cb15aea	
GCST003497	27046643	Memory performance	quantitative	112067	ok	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003497/harmonised/27046643-GCST003497-EFO_0004874.h.tsv.gz	https://ftp.ebi.ac.uk/pub/databases/gwas/summary_statistics/GCST003001-GCST004000/GCST003497/harmonised/27046643-GCST003497-EFO_0004874.h.tsv.gz-meta.yaml	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003497/harmonised/27046643-GCST003497-EFO_0004874.h.tsv.gz	/data/opengwasdb/raw/ebi-gwas-catalog/GCST003001-GCST004000/GCST003497/harmonised/27046643-GCST003497-EFO_0004874.h.tsv.gz-meta.yaml	548565564	785	236456d90637a109652ce2e9f6b85c21ebd3c40bbcc983b4641b91f4bbcac31f	
